Date,CountOfPersons
2019-08-18 08:20:00,1
2019-08-18 08:25:00,0
2019-08-18 08:30:00,0
2019-08-18 08:35:00,0
2019-08-18 08:40:00,0
2019-08-18 08:45:00,0
2019-08-18 08:50:00,0
2019-08-18 08:55:00,1
2019-08-18 09:00:00,0
2019-08-18 09:05:00,0
2019-08-18 09:10:00,0
2019-08-18 09:15:00,0
2019-08-18 09:20:00,0
2019-08-18 09:25:00,0
2019-08-18 09:30:00,1
2019-08-18 09:35:00,1
2019-08-18 09:40:00,0
2019-08-18 09:45:00,1
2019-08-18 09:50:00,0
2019-08-18 09:55:00,1
2019-08-18 10:00:00,0
2019-08-18 10:05:00,0
2019-08-18 10:10:00,1
2019-08-18 10:15:00,1
2019-08-18 10:20:00,1
2019-08-18 10:25:00,0
2019-08-18 10:30:00,0
2019-08-18 10:35:00,1
2019-08-18 10:40:00,0
2019-08-18 10:45:00,0
2019-08-18 10:50:00,0
2019-08-18 10:55:00,1
2019-08-18 11:00:00,0
2019-08-18 11:05:00,0
2019-08-18 11:10:00,0
2019-08-18 11:15:00,0
2019-08-18 11:20:00,0
2019-08-18 11:25:00,0
2019-08-18 11:30:00,2
2019-08-18 11:35:00,3
2019-08-18 11:40:00,5
2019-08-18 11:45:00,2
2019-08-18 11:50:00,5
2019-08-18 11:55:00,6
2019-08-18 12:00:00,1
2019-08-18 12:05:00,12
2019-08-18 12:10:00,6
2019-08-18 12:15:00,5
2019-08-18 12:20:00,8
2019-08-18 12:25:00,6
2019-08-18 12:30:00,18
2019-08-18 12:35:00,8
2019-08-18 12:40:00,10
2019-08-18 12:45:00,18
2019-08-18 12:50:00,6
2019-08-18 12:55:00,8
2019-08-18 13:00:00,8
2019-08-18 13:05:00,2
2019-08-18 13:10:00,2
2019-08-18 13:15:00,0
2019-08-18 13:20:00,0
2019-08-18 13:25:00,0
2019-08-18 13:30:00,4
